age,workclass,weight,education,edu num,marital status,occupation,relationship,race,sex,captial-gain,capital-loss,hours-per-week,native country,label
20, Private,324469, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,No
36, State-gov,235779, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,No
55, Private,66356, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,No
29, Private,179008, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,No
60, Local-gov,165982, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,Yes
61, ?,108398, 11th,7, Widowed, ?, Unmarried, Black, Female,0,0,9, United-States,No
23, Local-gov,336010, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States,No
48, Federal-gov,326048, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,Yes
25, ?,394820, Some-college,10, Separated, ?, Unmarried, White, Female,0,0,20, United-States,No
36, Private,138441, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,No
42, Private,195096, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States,No
60, Private,75726, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1092,40, United-States,No
40, Private,360884, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,7298,0,40, United-States,Yes
37, Private,176014, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,No
30, Self-emp-not-inc,180859, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,8, United-States,No
40, Private,309311, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
24, ?,283731, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States,No
29, Private,52199, HS-grad,9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,No
60, Local-gov,227311, 10th,6, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
19, Private,200136, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,No
36, State-gov,170861, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,32, United-States,No
48, State-gov,44434, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,61, United-States,Yes
25, Private,40915, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,No
25, Private,289980, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States,No
45, Private,358259, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,No
33, Private,209900, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States,No
48, Private,236858, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,31, United-States,No
17, ?,44789, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,15, United-States,No
68, ?,257269, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,2377,35, United-States,Yes
56, Private,170324, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Trinadad&Tobago,No
41, Private,35166, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,Yes
25, Local-gov,190057, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,No
34, Private,357145, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,Yes
28, State-gov,277635, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States,No
47, Self-emp-not-inc,33300, Assoc-acdm,12, Never-married, Farming-fishing, Other-relative, White, Male,10520,0,45, United-States,Yes
26, Local-gov,391074, 10th,6, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,No
30, Private,233433, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,45, United-States,No
19, Private,292583, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,No
55, Private,92215, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,No
50, Local-gov,173224, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,No
17, ?,67808, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States,No
22, Private,64292, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States,No
42, Private,111589, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,No
47, Self-emp-not-inc,192755, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,20, United-States,Yes
55, Private,124137, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland,No
37, Private,226947, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,Yes
27, Private,302422, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,No
23, Private,353542, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States,No
47, State-gov,187087, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,Yes
58, Private,136841, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,35, United-States,Yes
35, ?,365739, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States,No
57, Private,275943, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,No
22, Private,138994, HS-grad,9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,No
46, State-gov,27802, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,Yes
33, Private,104525, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,No
58, Private,110844, Masters,14, Widowed, Sales, Not-in-family, White, Female,0,0,27, United-States,No
23, ?,211968, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,23, Iran,No
28, Private,184806, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,58, United-States,No
30, Self-emp-not-inc,609789, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
43, Private,45156, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,No
22, Private,43535, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,No
21, Private,200318, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States,No
44, Private,115932, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,No
67, Private,105216, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States,No
64, Private,101077, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Female,0,2444,40, United-States,Yes
32, Private,161075, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,No
27, Private,225142, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,No
20, Private,318036, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,No
23, Private,162551, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States,No
29, Private,173851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
34, Local-gov,106169, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,No
26, Private,318644, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States,No
17, ?,99695, 10th,6, Never-married, ?, Own-child, White, Female,0,0,15, United-States,No
27, Private,134566, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,No
33, Private,58305, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
45, Private,327886, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,Yes
64, Self-emp-inc,185912, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States,Yes
66, ?,168071, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,30, United-States,No
51, Private,143822, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,Yes
25, Private,98281, 12th,8, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,43, United-States,No
20, ?,322144, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States,No
22, Private,442478, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,No
71, Private,258126, 9th,5, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,39, Cuba,No
34, Private,349169, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,No
39, Private,319052, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,37, Philippines,No
53, Private,161691, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,4865,0,40, United-States,No
39, Private,288551, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States,No
57, Private,173580, Some-college,10, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,No
18, Private,294263, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,9, United-States,No
34, Federal-gov,345259, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,99, United-States,No
52, Private,180062, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,No
46, Federal-gov,125892, Masters,14, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,15024,0,40, United-States,Yes
36, Local-gov,212856, 11th,7, Never-married, Other-service, Unmarried, White, Female,0,0,23, United-States,No
41, Private,244945, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,No
39, Private,180477, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States,Yes
36, Private,79649, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,No
43, State-gov,206927, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,No
35, Private,165930, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
34, Private,398988, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,No
19, Private,105460, 9th,5, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,No
17, Private,60562, 9th,5, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,No
51, Private,293196, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Iran,Yes
63, Self-emp-not-inc,147140, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,Yes
49, Local-gov,40690, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States,Yes
18, Federal-gov,201686, 11th,7, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,4, United-States,No
25, Private,277444, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,No
38, Private,121602, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
58, Self-emp-not-inc,141165, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,No
21, Private,186314, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,No
30, Private,125228, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,No
57, Private,171242, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,Yes
30, Private,348592, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
24, Private,373718, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States,No
18, Private,172076, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States,No
38, Private,177134, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States,No
45, Self-emp-not-inc,210364, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,80, United-States,Yes
40, Federal-gov,178866, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States,Yes
20, ?,114813, 10th,6, Separated, ?, Unmarried, White, Female,0,0,40, United-States,No
38, Private,132879, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,Yes
52, Local-gov,230095, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,No
33, Private,201988, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,No
20, ?,447210, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,20, United-States,No
45, State-gov,142167, Masters,14, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, ?,No
30, Self-emp-not-inc,278522, 11th,7, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States,No
32, State-gov,110171, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,40, United-States,Yes
28, Private,211184, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,No
20, Private,219211, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,No
22, Private,264765, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States,No
47, Self-emp-not-inc,180446, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States,Yes
55, Private,250322, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,No
58, Local-gov,153914, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,No
67, Private,212185, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States,No
38, Private,478346, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,7688,0,40, United-States,Yes
40, Private,112247, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,No
28, Private,181291, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,1564,50, United-States,Yes
25, Private,458549, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,96, Mexico,No
24, Private,298227, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,No
27, Private,175821, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,34, United-States,No
26, Private,107827, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States,No
48, Private,250648, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,Yes
27, Private,76978, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States,No
20, Private,63210, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States,No
35, Self-emp-not-inc,233533, Bachelors,13, Separated, Craft-repair, Not-in-family, White, Male,0,0,65, United-States,No
35, Private,203482, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,No
31, Private,166248, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,No
34, Private,303177, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Mexico,No
40, Private,76625, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,No
49, Private,277434, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,No
37, Self-emp-not-inc,180150, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,Yes
60, ?,380268, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,Yes
47, Private,192776, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,No
40, Private,222596, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,Yes
31, Private,141817, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, ?,No
39, Local-gov,170382, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, England,Yes
63, State-gov,99823, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,32, United-States,No
19, Private,375114, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,No
42, Private,250536, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,21, Haiti,No
37, Private,212512, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3464,0,50, United-States,No
19, Private,93518, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,No
48, Self-emp-inc,302612, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,No
27, State-gov,234135, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,No
30, Private,174789, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,50, United-States,Yes
48, Private,181758, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
39, Private,172571, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,Yes
64, Private,29559, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States,No
35, Private,179668, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,Yes
61, Private,54780, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,Yes
32, Private,250354, 10th,6, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, United-States,No
35, Private,181020, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States,No
27, Private,706026, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,No
30, Private,207301, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,No
24, Private,287357, 11th,7, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,No
20, Private,290504, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States,No
17, Private,238628, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,No
36, Private,359678, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,48, United-States,No
64, Private,387669, 1st-4th,2, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,No
23, Private,291248, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States,No
33, Self-emp-not-inc,109509, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,No
20, Private,218178, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,No
18, Private,210311, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,No
49, Private,187454, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States,Yes
51, Private,238481, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,42, United-States,Yes
44, Private,231348, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,No
45, Private,294671, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,38, United-States,Yes
34, Private,188096, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,36, United-States,No
31, Private,178615, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,No
40, Private,233130, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador,No
33, Private,513977, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States,No
62, ?,55621, Some-college,10, Married-civ-spouse, ?, Husband, Black, Male,0,0,35, United-States,Yes
54, Private,169182, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, Puerto-Rico,No
36, Private,280169, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,Yes
79, Self-emp-inc,309272, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,Yes
75, Self-emp-not-inc,106873, 11th,7, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States,No
42, Private,163322, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States,No
28, ?,203260, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,8, United-States,No
34, Private,114691, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,Yes
36, Private,192664, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,No
49, Private,149049, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,14344,0,45, United-States,Yes
33, Self-emp-inc,348326, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,No
30, Private,55481, Masters,14, Never-married, Tech-support, Unmarried, White, Male,0,0,45, Nicaragua,No
20, Private,63633, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,25, United-States,No
31, Local-gov,128016, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,No
19, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti,No
41, Self-emp-inc,153078, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,70, South,Yes
27, Private,95725, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States,No
69, Private,31501, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
42, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,No
32, Private,220690, 11th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,33, United-States,No
52, Private,164135, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,Yes
40, Private,145649, HS-grad,9, Separated, Sales, Unmarried, Black, Female,0,0,25, United-States,No
51, Private,136224, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,No
45, Private,256649, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,No
38, Private,258888, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States,Yes
31, Self-emp-not-inc,271173, Some-college,10, Never-married, Craft-repair, Own-child, Black, Male,4650,0,40, United-States,No
42, Private,301080, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,No
40, Private,190290, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,No
27, Private,106562, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,Yes
64, Federal-gov,168854, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States,No
35, Local-gov,182570, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,Yes
56, Local-gov,129762, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States,No
56, Federal-gov,155238, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,Yes
36, Local-gov,122353, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,68, United-States,No
38, Self-emp-inc,124665, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States,No
23, Private,197387, 5th-6th,3, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, Mexico,No
29, Private,150861, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan,No
41, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States,No
25, Private,150312, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,No
42, State-gov,392167, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,Yes
73, Self-emp-not-inc,110102, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,1668,77, United-States,No
55, Self-emp-not-inc,73684, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,65, United-States,Yes
24, Private,291578, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,No
40, Private,198873, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,30, United-States,Yes
34, State-gov,92531, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
47, Private,98012, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States,Yes
54, Private,420691, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico,No
33, Private,224258, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,Yes
25, Self-emp-inc,181691, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, ?,No
45, Private,92374, Some-college,10, Never-married, Exec-managerial, Not-in-family, Other, Male,13550,0,60, India,Yes
48, Private,443377, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,No
23, Private,196674, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,No
64, Private,110110, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,No
42, Self-emp-not-inc,29962, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,No
61, Private,68268, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,No
17, Private,147411, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,No
51, Federal-gov,85815, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,Yes
29, Private,116372, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,Yes
44, Private,192878, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,Yes
20, Private,120046, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States,No
34, Private,381153, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,No
25, ?,126797, HS-grad,9, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,40, United-States,No
20, Private,129024, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,No
56, Private,28729, 11th,7, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,No
29, Local-gov,190330, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States,No
62, Private,177791, 10th,6, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States,No
17, Private,110916, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,10, United-States,No
45, Private,178922, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States,No
32, Private,127895, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States,No
